"SRR4785819"	"SRR4785820"	"SRR4785828"	"SRR4785831"	"SRR4785979"	"SRR4785980"	"SRR4785986"	"SRR4785988"
"BTF3P4"	0	0	0	0	0	2	0	0
"BTF3P5"	0	0	0	0	0	0	0	0
"BTF3P6"	2	0	0	0	0	0	16	6
"BTF3P7"	17	0	0	0	11	44	31	2
"BTF3P8"	6	19	0	0	1	13	11	22
"BTF3P9"	1	0	0	0	0	0	0	0
"BTG1"	2796	253	404	362	1875	5873	7893	3943
"BTG1P1"	43	0	0	0	5	31	24	75
"BTG2"	1422	235	554	466	2091	662	3498	4451
"BTG3"	314	45	83	39	141	684	584	275
"BTG3P1"	0	0	0	0	0	0	0	0
"BTG4"	0	0	0	0	0	8	0	0
"BTG4P1"	0	0	0	0	0	0	0	0
"BTK"	761	122	149	126	211	431	1940	507
"BTLA"	86	11	0	0	52	196	3011	219
"BTN1A1"	29	15	0	0	8	13	3	50
"BTN1A1P1"	4	0	0	0	0	0	0	13
"BTN2A1"	1746	165	98	130	104	919	1574	1558
"BTN2A2"	487	90	89	59	162	564	1814	348
"BTN2A3P"	277	28	26	25	111	302	217	88
"BTN3A1"	1681	282	192	196	294	1842	4213	2196
"BTN3A2"	1520	467	478	349	412	1472	3134	1338
"BTN3A3"	1394	314	199	192	562	1182	2462	771
"BTNL10"	1	0	0	0	0	0	1	0
"BTNL2"	0	0	3	0	0	0	8	10
"BTNL3"	0	0	0	0	0	1	0	1
"BTNL8"	11	0	11	16	12	41	21	143
"BTNL9"	494	133	73	32	44	168	334	293
"BTRC"	1302	213	122	165	314	1655	1315	1168
"BUB1"	150	3	3	0	144	171	346	163
"BUB1B"	60	27	26	27	53	150	278	26
"BUB1B-PAK6"	0	0	0	0	0	0	0	0
"BUB1P1"	0	0	0	0	0	0	0	0
"BUB3"	2121	426	370	328	478	3528	4404	2524
"BUB3P1"	1	0	0	0	0	4	4	5
"BUD13"	428	72	100	60	153	551	696	337
"BUD13P1"	1	0	0	4	7	0	9	0
"BUD23"	1075	277	240	125	165	645	599	706
"BUD31"	415	272	330	172	53	360	204	659
"BUD31P1"	0	0	0	0	0	0	0	0
"BUD31P2"	0	0	0	0	0	10	0	0
"BVES"	319	202	100	82	83	685	447	400
"BYSL"	139	102	65	35	90	254	342	80
"BZW1"	4244	985	1231	1043	2069	11150	12425	7284
"BZW1P1"	0	0	0	0	0	4	0	0
"BZW1P2"	0	0	0	11	0	0	0	178
"BZW2"	703	46	173	79	387	1605	1675	1095
"C10orf105"	4436	1018	843	726	427	291	473	198
"C10orf120"	0	0	0	0	0	0	0	0
"C10orf143"	256	17	16	21	33	158	305	170
"C10orf53"	74	125	22	33	5	82	58	88
"C10orf62"	34	0	0	0	0	1	0	26
"C10orf67"	238	13	21	8	42	250	191	293
"C10orf71"	6	6	0	0	2	4	5	2
"C10orf82"	70	39	25	2	8	40	67	84
"C10orf88"	282	107	81	40	27	256	339	186
"C10orf88B"	7	0	8	15	4	5	9	8
"C10orf90"	26	0	0	0	0	4	2	5
"C10orf95"	13	0	8	0	9	4	2	4
"C10orf99"	0	0	0	0	0	0	0	5
"C11orf1"	277	125	149	120	36	290	493	198
"C11orf16"	35	0	1	0	2	57	19	16
"C11orf21"	140	0	7	10	28	105	102	274
"C11orf24"	1409	151	142	143	300	1370	1153	739
"C11orf42"	68	0	22	0	0	0	21	34
"C11orf45"	347	0	19	24	81	186	121	103
"C11orf49"	1473	498	189	170	226	1124	1301	828
"C11orf52"	44	0	8	8	0	4	12	21
"C11orf53"	1	0	0	0	0	0	5	0
"C11orf54"	1045	308	116	113	114	562	923	1121
"C11orf58"	5179	1086	1252	833	791	5654	6575	4252
"C11orf65"	48	0	0	0	41	59	295	59
"C11orf68"	95	217	224	204	3	183	54	44
"C11orf71"	168	100	48	13	58	198	4	143
"C11orf80"	497	3	57	21	240	333	793	543
"C11orf86"	0	0	0	0	0	0	0	0
"C11orf87"	4	0	7	2	6	0	2	20
"C11orf91"	0	0	0	6	0	0	0	0
"C11orf94"	5	38	7	0	2	3	10	2
"C11orf96"	642	397	655	175	39	92	199	143
"C11orf97"	0	0	0	0	0	0	0	0
"C11orf98"	22	82	73	60	0	46	25	91
"C11orf98P1"	0	0	0	0	0	0	0	0
"C12orf29"	366	86	91	93	94	652	586	525
"C12orf4"	1439	128	99	118	225	1436	2265	1235
"C12orf40"	133	38	0	0	34	114	95	178
"C12orf42"	14	13	0	0	25	11	401	26
"C12orf43"	884	134	161	126	102	568	574	572
"C12orf50"	3991	4556	2791	2556	958	3310	3134	3594
"C12orf54"	21	31	7	0	2	4	10	11
"C12orf56"	0	1	0	0	2	8	14	10
"C12orf57"	392	821	718	461	9	329	115	306
"C12orf60"	433	87	22	10	58	269	227	296
"C12orf71"	66	0	0	0	1	96	48	59
"C12orf73"	177	55	12	8	36	4	46	166
"C12orf75"	84	55	99	111	45	654	446	519
"C12orf76"	346	130	80	94	148	401	522	478
"C13orf42"	636	70	9	0	60	112	60	100
"C13orf46"	236	20	123	23	65	81	34	97
"C14orf119"	424	207	291	253	109	1917	1719	956
"C14orf132"	5267	1333	1098	978	130	4344	1590	3259
"C14orf180"	135	0	11	34	5	0	3	13
"C14orf28"	179	63	48	54	27	445	258	269
"C14orf39"	78	45	5	6	2	41	18	27
"C14orf93"	254	15	32	22	16	32	19	178
"C15orf39"	2523	350	361	208	326	622	269	1625
"C15orf40"	3386	1123	1982	1555	414	1731	1729	1899
"C15orf48"	2	17	0	0	149	292	443	35
"C15orf61"	306	60	66	46	32	390	252	314
"C15orf62"	952	20	11	8	19	103	161	157
"C15orf65"	34	0	5	11	11	76	52	0
"C16orf46"	1	0	0	0	2	3	6	0
"C16orf54"	182	467	303	82	244	599	946	480
"C16orf72"	7681	2261	2487	1619	2426	11689	10779	11767
"C16orf74"	47	2	8	3	11	30	90	43
"C16orf78"	5	0	9	0	1	1	6	4
"C16orf82"	5	1	0	15	2	11	5	6
"C16orf86"	4	18	14	32	11	38	9	64
"C16orf87"	268	122	151	70	81	204	287	363
"C16orf89"	67	55	68	70	37	78	152	75
"C16orf90"	5	0	0	0	0	0	0	2
"C16orf91"	67	17	16	14	16	60	95	95
"C16orf92"	0	0	0	0	0	0	0	0
"C16orf95"	66	49	16	8	8	92	59	39
"C16orf96"	33	0	0	6	1	33	1	1
"C17orf100"	46	14	28	13	29	86	111	66
"C17orf107"	167	62	67	18	9	51	0	9
"C17orf113"	118	43	5	45	15	53	48	79
"C17orf114"	0	0	0	11	1	1	0	0
"C17orf49"	558	157	203	163	4	431	934	160
"C17orf50"	1	0	0	12	1	0	0	5
"C17orf58"	329	51	61	108	101	323	240	318
"C17orf64"	4	0	0	3	1	4	0	0
"C17orf67"	111	63	39	20	24	28	40	129
"C17orf75"	607	246	173	128	52	265	510	577
"C17orf78"	52	0	0	0	11	91	74	48
"C17orf80"	514	117	132	98	126	626	704	410
"C17orf97"	125	33	24	6	1	65	119	63
"C17orf98"	0	0	0	0	0	1	0	1
"C17orf99"	49	24	0	24	7	28	32	22
"C18orf21"	171	62	61	38	32	335	394	120
"C18orf25"	1634	537	389	206	229	2064	2195	2507
"C18orf32"	607	403	283	172	155	552	477	441
"C18orf54"	476	74	70	60	55	232	234	239
"C18orf63"	3	32	0	0	1	17	1	53
"C19orf12"	1323	146	211	159	618	739	1082	1518
"C19orf18"	40	0	0	6	2	10	1	9
"C19orf25"	594	253	170	195	136	150	323	235
"C19orf33"	14	0	18	14	1	15	0	29
"C19orf38"	11	0	3	0	23	0	104	49
"C19orf44"	536	130	70	23	39	166	226	140
"C19orf47"	339	171	106	65	56	62	43	138
"C19orf48"	241	95	64	43	49	215	65	162
"C19orf53"	144	162	209	133	81	583	827	330
"C19orf54"	293	85	155	112	66	141	125	122
"C19orf67"	16	0	8	0	6	13	7	29
"C19orf71"	99	0	23	17	3	0	44	1
"C19orf73"	4	0	0	0	4	3	1	3
"C19orf81"	0	0	0	2	0	0	0	0
"C19orf84"	0	0	0	0	2	3	2	0
"C19orf85"	6	0	6	0	0	0	0	0
"C1D"	486	71	145	114	61	499	581	361
"C1DP1"	69	0	0	0	16	34	32	19
"C1DP2"	0	0	0	0	0	0	0	0
"C1DP3"	0	0	0	0	0	0	0	0
"C1DP4"	0	0	0	0	0	0	0	0
"C1DP5"	0	0	2	0	7	16	61	2
"C1GALT1"	5921	261	260	231	875	4497	8311	2742
"C1GALT1C1"	672	46	52	117	130	1071	1533	434
"C1GALT1C1L"	11	10	20	7	12	34	23	0
"C1GALT1P1"	0	0	0	0	1	2	6	0
"C1GALT1P2"	0	0	0	0	0	1	8	1
"C1GALT1P3"	3	22	0	0	1	0	6	7
"C1orf100"	14	0	0	0	10	23	37	16
"C1orf105"	32	24	5	8	5	62	77	103
"C1orf109"	348	103	110	69	43	342	412	216
"C1orf112"	910	99	60	45	188	644	706	653
"C1orf115"	489	200	166	175	45	467	456	818
"C1orf116"	6	0	0	0	2	0	3	38
"C1orf122"	125	195	245	112	46	164	122	147
"C1orf127"	162	29	64	21	15	55	63	95
"C1orf131"	487	105	50	27	51	674	676	576
"C1orf141"	37	10	6	5	2	52	35	42
"C1orf146"	24	15	4	0	3	34	41	22
"C1orf158"	137	32	65	19	13	121	97	103
"C1orf159"	563	105	85	60	60	124	116	39
"C1orf162"	704	23	115	132	395	1167	1014	314
"C1orf167"	61	77	163	90	5	67	89	89
"C1orf174"	1034	58	136	54	153	768	754	713
"C1orf185"	4	0	6	0	0	2	4	7
"C1orf189"	1	0	0	0	0	0	0	0
"C1orf194"	13	0	0	0	7	10	13	34
"C1orf198"	1964	1068	758	785	96	910	710	1700
"C1orf21"	1459	1905	1107	975	209	3578	1329	4223
"C1orf210"	12	1	7	1	4	12	8	33
"C1orf216"	945	357	202	175	63	516	496	446
"C1orf226"	70	22	0	0	0	0	9	46
"C1orf232"	0	20	0	0	0	0	0	0
"C1orf35"	296	269	211	131	4	42	30	27
"C1orf43"	1224	649	776	610	305	3206	2747	1916
"C1orf50"	346	91	134	80	80	338	361	368
"C1orf52"	754	72	99	76	107	735	607	806
"C1orf53"	2	0	0	0	4	34	14	18
"C1orf54"	112	97	153	59	190	180	164	131
"C1orf56"	105	10	38	29	2	72	6	65
"C1orf68"	0	0	0	0	7	0	0	0
"C1orf74"	129	0	25	0	143	286	192	155
"C1orf87"	7	43	9	0	0	6	0	16
"C1orf94"	1	0	0	0	0	0	0	0
"C1QA"	9822	1346	2067	2521	1007	11728	8247	2179
"C1QB"	11916	964	1262	2165	1955	19563	11863	3330
"C1QBP"	195	94	161	126	131	524	766	331
"C1QBPP1"	0	0	0	0	1	0	0	0
"C1QBPP2"	31	13	0	0	37	0	39	73
"C1QC"	10826	1887	1938	2077	337	9058	4222	1919
"C1QL1"	0	10	0	0	3	5	8	5
"C1QL1P1"	0	0	0	0	0	0	0	0
"C1QL2"	0	0	0	0	0	0	0	0
"C1QL3"	14	0	8	2	21	191	126	67
"C1QL4"	6	0	0	0	0	1	0	0
"C1QTNF1"	2704	1579	725	371	179	708	347	1157
"C1QTNF12"	33	0	10	0	0	0	0	4
"C1QTNF2"	124	421	192	115	16	309	106	554
"C1QTNF3"	3434	440	237	316	159	6164	2543	1202
"C1QTNF3-AMACR"	320	0	0	0	130	362	1009	271
"C1QTNF4"	65	21	26	16	3	7	0	25
"C1QTNF5"	253	706	1606	452	69	36	23	25
"C1QTNF6"	956	158	94	84	158	1032	513	494
"C1QTNF7"	2429	686	648	483	49	732	367	1874
"C1QTNF8"	1	0	0	6	0	1	0	0
"C1QTNF9"	62	74	4	9	12	65	71	68
"C1QTNF9B"	14	0	0	0	0	3	5	1
"C1R"	27768	5000	4909	3742	4490	28619	28458	16771
"C1RL"	3236	452	462	305	389	2297	2396	2210
"C1S"	19754	2728	2477	2280	4122	28226	31312	17558
"C2"	4221	764	531	675	414	4060	2323	755
"C20orf141"	0	0	0	0	0	1	0	0
"C20orf144"	108	1	0	0	25	64	85	47
"C20orf173"	0	0	0	0	7	5	4	0
"C20orf202"	13	20	0	3	0	89	42	20
"C20orf203"	196	85	494	30	0	183	51	160
"C20orf204"	143	0	19	9	28	52	41	100
"C20orf27"	566	513	234	147	99	249	139	184
"C20orf85"	1	0	0	0	0	0	0	5
"C20orf96"	126	1	13	9	27	70	79	100
"C21orf58"	236	66	51	29	59	172	110	150
"C21orf62"	256	56	42	16	35	192	235	132
"C21orf91"	511	56	215	103	416	1308	2014	1452
"C22orf15"	33	0	0	0	13	10	34	38
"C22orf23"	180	0	22	17	14	87	132	106
"C22orf31"	10	0	0	0	0	2	2	8
"C22orf39"	1511	447	305	317	309	1232	1035	1115
"C22orf42"	9	0	0	0	2	3	4	9
"C22orf46"	580	1271	708	584	5	330	235	161
"C2CD2"	1550	588	366	256	245	2002	861	1543
"C2CD2L"	603	226	102	113	162	602	625	385
"C2CD3"	6422	915	771	571	802	5292	5459	4669
"C2CD4A"	83	66	29	19	9	66	67	29
"C2CD4B"	8	0	7	1	0	21	25	14
"C2CD4C"	0	49	14	42	0	0	0	4
"C2CD4D"	14	5	1	0	1	0	18	0
"C2CD5"	4097	314	403	305	938	4074	4458	2593
"C2CD6"	112	27	31	43	13	209	122	115
"C2orf15"	112	74	23	7	38	85	159	110
"C2orf16"	108	0	0	8	21	134	33	163
"C2orf42"	337	122	88	59	151	54	229	142
"C2orf49"	792	113	241	196	239	1465	1637	816
"C2orf50"	482	174	221	77	112	481	552	573
"C2orf66"	0	0	0	0	0	1	3	8
"C2orf68"	1002	335	702	531	81	986	768	865
"C2orf69"	397	111	223	135	200	1345	903	611
"C2orf69P1"	0	0	0	0	0	0	0	0
"C2orf69P2"	0	0	0	0	1	0	0	0
"C2orf69P3"	0	0	0	0	0	0	0	0
"C2orf69P4"	0	0	0	0	0	0	0	0
"C2orf72"	0	16	3	0	6	0	0	0
"C2orf73"	16	0	0	0	6	41	14	5
"C2orf74"	224	236	109	151	112	98	193	95
"C2orf76"	191	151	34	14	26	128	63	148
"C2orf78"	0	0	0	0	8	0	0	0
"C2orf80"	15	15	8	0	3	23	16	17
"C2orf81"	109	61	100	56	8	18	28	17
"C2orf83"	41	30	32	1	13	76	70	116
"C2orf88"	603	60	3	33	265	892	1057	1989
"C2orf92"	572	237	232	44	109	459	369	517
"C3"	11661	328	785	1410	1696	2220	10065	9904
"C3AR1"	899	129	217	246	428	3269	2351	258
"C3orf14"	75	38	36	43	69	74	115	139
"C3orf18"	221	200	106	52	25	360	215	121
"C3orf20"	5	0	1	0	10	24	31	1
"C3orf22"	43	0	0	0	0	5	3	11
"C3orf33"	60	29	49	13	13	129	65	90
"C3orf38"	736	84	179	164	284	1448	1657	827
"C3orf49"	68	50	74	24	6	80	132	158
"C3orf49P1"	0	0	0	0	0	0	0	0
"C3orf52"	52	4	1	10	75	185	466	202
"C3orf56"	0	0	0	0	0	0	0	0
"C3orf62"	542	265	179	126	67	418	438	517
"C3orf70"	248	45	33	64	44	273	380	883
"C3orf80"	20	28	0	4	2	36	56	12
"C3orf84"	9	0	0	0	0	0	0	1
"C3orf85"	47	15	0	4	6	53	60	34
"C3orf86"	21	12	6	0	3	18	21	42
"C3P1"	0	0	0	6	2	0	0	0
"C4A"	9034	280	1307	413	74	569	1605	78
"C4B"	9727	89	456	587	183	31	743	58
"C4B_2"	52	27	60	32	140	8	107	3
"C4BPA"	15	0	11	6	1	17	13	184
"C4BPAP1"	65	0	0	0	0	15	12	20
"C4BPAP2"	13	0	0	0	0	10	5	0
"C4BPB"	826	190	57	66	141	919	879	817
"C4orf17"	243	48	4	6	23	91	79	98
"C4orf19"	105	147	22	1	29	199	178	179
"C4orf3"	2121	1648	1682	1180	717	3956	2932	2792
"C4orf33"	419	61	29	29	116	637	567	462
"C4orf36"	54	22	29	14	0	24	30	7
"C4orf45"	17	0	0	0	0	54	24	6
"C4orf46"	160	20	69	58	15	198	172	118
"C4orf47"	162	0	20	7	7	104	71	26
"C4orf48"	26	0	15	16	2	7	1	0
"C4orf50"	65	3	0	6	29	74	72	83
"C4orf51"	1	0	0	0	0	2	2	8
"C4orf54"	0	0	0	0	2	0	0	0
"C5"	786	10	59	45	57	396	743	594
"C5AR1"	785	153	269	173	473	1462	969	1253
"C5AR2"	627	377	172	189	626	699	786	725
"C5orf15"	1349	300	251	187	308	949	1966	1051
"C5orf22"	645	78	148	57	142	1296	1256	962
"C5orf24"	1452	216	369	308	119	1781	1430	1540
"C5orf34"	197	0	21	0	19	213	208	228
"C5orf46"	2	0	0	0	3	0	0	0
"C5orf47"	2	0	0	0	1	3	3	0
"C5orf49"	3	0	2	0	0	0	3	5
"C5orf51"	1082	188	452	160	477	2215	1724	1231
"C5orf52"	0	0	0	0	0	0	0	0
"C5orf58"	64	0	11	0	29	110	246	99
"C5orf63"	314	45	8	31	82	684	861	457
"C6"	1437	30	218	118	67	41	119	2488
"C6orf118"	1	0	5	0	3	4	0	0
"C6orf120"	537	62	115	104	276	389	359	706
"C6orf132"	2749	1795	1001	495	172	453	384	451
"C6orf136"	122	116	57	55	24	121	54	94
"C6orf141"	85	82	30	22	8	72	61	235
"C6orf15"	0	0	0	0	0	0	0	0
"C6orf163"	452	9	8	21	36	816	641	550
"C6orf201"	60	22	0	0	17	76	111	98
"C6orf226"	27	24	29	0	2	36	1	16
"C6orf47"	521	199	220	217	61	61	375	172
"C6orf52"	13	0	5	0	1	6	7	10
"C6orf58"	6	0	0	0	2	2	4	9
"C6orf62"	4983	373	844	657	1830	7064	7078	3954
"C6orf89"	4032	1376	990	914	958	4496	3717	3331
"C7"	5444	350	350	318	261	170	112	2073
"C7orf25"	54	87	5	11	0	34	27	17
"C7orf26"	669	86	79	60	13	257	265	310
"C7orf31"	88	8	19	27	123	280	129	110
"C7orf33"	0	0	0	4	0	0	0	0
"C7orf50"	1548	564	499	142	112	361	164	285
"C7orf57"	20	28	3	1	3	26	10	10
"C7orf61"	36	0	0	5	0	6	0	1
"C8A"	0	0	0	0	1	0	0	0
"C8B"	0	0	0	0	0	0	0	0
"C8G"	0	0	6	0	1	6	1	0
"C8orf33"	1237	434	290	236	216	655	632	687
"C8orf34"	500	92	156	43	49	355	356	470
"C8orf44-SGK3"	315	12	11	1	65	239	324	241
"C8orf48"	71	33	43	2	9	0	90	68
"C8orf58"	48	36	41	69	84	214	209	239
"C8orf74"	8	0	1	8	6	18	22	45
"C8orf76"	433	27	69	33	102	345	335	370
"C8orf82"	243	298	248	150	27	170	92	113
"C8orf88"	112	37	40	31	1	235	157	166
"C8orf89"	5	0	0	0	0	0	1	5
"C9"	123	35	0	0	10	32	10	22
"C9orf116"	8	0	2	4	0	25	16	11
"C9orf129"	0	0	0	3	0	5	0	0
"C9orf131"	1223	188	31	2	29	212	287	698
"C9orf135"	0	0	0	0	0	0	0	0
"C9orf152"	17	22	43	8	8	13	16	3
"C9orf153"	81	16	0	8	4	58	52	64
"C9orf24"	19	0	0	1	0	18	11	13
"C9orf40"	135	70	20	20	19	2	68	76
"C9orf43"	29	0	0	0	5	25	28	54
"C9orf50"	90	2	14	2	16	31	43	34
"C9orf57"	6	0	0	0	1	6	1	18
"C9orf64"	464	66	168	88	49	453	361	275
"C9orf72"	1336	51	69	51	519	3950	3134	3021
"C9orf78"	1474	671	442	308	348	542	776	1584
"C9orf85"	707	320	503	221	138	765	772	642
"CA1"	185	48	7	0	22	185	149	594
"CA10"	14	30	0	0	0	0	0	0
"CA11"	208	1074	291	378	0	22	4	16
"CA12"	196	53	76	71	319	2889	3102	656
"CA13"	338	55	132	110	107	531	411	259
"CA14"	54	75	35	5	19	116	123	67
"CA15P1"	1	2	0	0	14	8	4	3
"CA15P2"	4	0	0	0	3	0	0	0
"CA2"	25	41	5	0	26	189	207	491
"CA3"	171	46	17	37	6	90	50	221
"CA4"	34	0	14	7	0	0	0	44
"CA5A"	5	0	0	0	0	4	0	8
"CA5AP1"	0	0	0	0	0	0	0	3
"CA5B"	2049	917	810	780	579	4281	3158	3614
"CA5BP1"	491	42	56	67	77	397	324	259
"CA6"	80	26	55	42	31	160	133	99
"CA7"	17	0	0	0	0	0	0	0
"CA8"	45	0	4	27	7	222	116	590
"CA9"	2	0	0	0	0	10	0	0
"CAAP1"	545	29	74	55	111	437	890	376
"CAB39"	4060	1335	2235	1506	985	6243	5414	3228
"CAB39L"	1260	751	590	644	162	1229	527	4465
"CAB39P1"	0	0	0	0	1	0	4	0
"CABCOCO1"	8	0	1	0	10	3	51	28
"CABIN1"	5984	760	680	622	883	4558	3939	3477
"CABLES1"	2749	456	258	284	98	1532	526	1163
"CABLES2"	259	106	70	31	25	170	0	47
"CABP1"	66	22	14	2	1	29	67	46
"CABP2"	0	15	0	0	0	0	0	0
"CABP4"	392	297	123	76	63	307	346	442
"CABP5"	31	4	40	6	6	23	29	68
"CABP7"	11	30	15	0	0	14	6	3
"CABS1"	0	0	0	0	0	0	0	0
"CABYR"	180	38	27	23	46	152	113	129
"CABYRP1"	2	0	0	0	0	1	1	3
"CACFD1"	348	48	49	41	33	185	150	232
"CACHD1"	1324	304	400	376	70	626	325	2906
"CACNA1A"	1372	727	403	283	286	1169	1308	1407
"CACNA1B"	21	31	0	8	3	18	16	10
"CACNA1C"	1992	351	244	140	362	4507	1648	2270
"CACNA1D"	1263	512	238	98	75	394	459	371
"CACNA1E"	1	55	3	0	3	1	1	49
"CACNA1F"	48	33	25	7	8	44	72	26
"CACNA1G"	113	79	27	14	42	75	89	102
"CACNA1H"	294	212	555	241	6	82	26	141
"CACNA1I"	17	69	0	0	7	21	19	37
"CACNA1S"	0	0	0	0	0	0	0	0
"CACNA2D1"	3449	120	103	88	218	1700	1372	2426
"CACNA2D2"	153	22	10	20	6	24	76	10
"CACNA2D3"	269	23	0	3	12	42	12	246
"CACNA2D4"	135	35	23	32	168	677	313	117
"CACNB1"	1161	163	101	37	7	10	59	226
"CACNB2"	2852	719	497	178	397	2377	2857	2771
"CACNB3"	723	175	150	156	88	123	145	199
"CACNB4"	1724	300	112	121	147	1489	1265	1897
"CACNG1"	0	6	0	0	0	1	5	0
"CACNG2"	62	33	9	8	7	57	45	15
"CACNG3"	0	0	0	0	0	0	0	0
"CACNG4"	0	0	0	0	2	3	2	0
"CACNG5"	218	134	85	50	40	165	259	131
"CACNG6"	0	0	0	0	0	2	0	0
"CACNG7"	1	0	0	0	0	0	0	0
"CACNG8"	247	75	96	103	33	211	180	235
"CACTIN"	552	397	601	336	23	317	163	268
"CACUL1"	3618	396	583	441	1170	5965	5707	4183
"CACYBP"	802	276	249	226	302	531	482	603
"CACYBPP1"	84	42	0	0	6	50	45	85
"CACYBPP2"	0	0	0	0	0	0	0	0
"CACYBPP3"	3	0	0	0	2	0	4	8
"CAD"	2632	338	287	200	232	976	905	692
"CADM1"	1763	777	400	214	351	6006	1982	1959
"CADM2"	29	133	7	5	4	7	21	68
"CADM3"	1796	926	452	765	211	2815	4031	2423
"CADM4"	8	46	18	8	14	3	34	1
"CADPS"	49	0	23	10	28	53	18	180
"CADPS2"	1511	255	439	208	363	2638	2358	2988
"CAGE1"	21	22	3	0	14	16	30	16
"CALB1"	443	50	11	12	78	284	400	170
"CALB2"	56	0	21	16	2	20	0	89
"CALCA"	1	3	0	0	3	6	4	30
"CALCB"	93	33	0	0	8	28	32	51
"CALCOCO1"	7507	965	492	624	452	3591	1827	3793
"CALCOCO2"	4351	1217	1070	1016	728	3680	3869	5284
"CALCP"	0	0	0	0	0	0	0	0
"CALCR"	63	0	0	19	5	15	59	18
"CALCRL"	3425	351	609	633	211	9114	5493	6171
"CALD1"	18678	5397	5254	4402	1863	16921	9561	12407
"CALHM1"	52	0	3	0	4	27	29	46
"CALHM2"	2456	527	619	458	25	521	254	583
"CALHM3"	0	0	2	0	0	1	0	0
"CALHM4"	2	20	0	0	0	7	2	0
"CALHM5"	110	116	73	293	47	303	220	441
"CALHM6"	3	0	14	2	71	38	4	16
"CALM1"	7287	2673	2999	2149	1900	12094	12408	9456
"CALM1P1"	3	0	0	0	0	0	0	0
"CALM1P2"	0	0	0	0	0	0	0	0
"CALM2"	10023	2713	3495	2570	1760	16107	15283	10174
"CALM2P1"	0	0	0	0	0	0	0	0
"CALM2P2"	93	0	0	0	26	3	4	141
"CALM2P3"	1	0	0	0	3	0	17	0
"CALM2P4"	0	0	0	0	0	0	0	0
"CALM3"	5274	1878	1507	1117	564	1503	1983	2340
"CALML3"	0	0	0	5	1	0	0	17
"CALML4"	446	25	48	30	38	182	80	168
"CALML5"	0	0	0	0	0	0	0	11
"CALML6"	35	0	3	0	4	1	12	9
"CALN1"	36	4	14	1	18	45	38	43
"CALR"	9399	2249	1831	1716	2302	15471	14731	5475
"CALR3"	2	0	0	0	2	0	1	0
"CALR4P"	13	0	0	0	1	10	15	20
"CALU"	7995	1936	1741	1321	1825	15338	9393	6925
"CALY"	0	0	0	0	0	0	4	0
"CAMK1"	343	206	141	70	66	233	188	151
"CAMK1D"	5190	1665	1411	1154	1398	9144	5470	4631
"CAMK1G"	8	0	23	0	1	5	4	0
"CAMK2A"	141	83	47	41	43	394	134	190
"CAMK2B"	10	6	14	6	0	12	13	5
"CAMK2D"	3936	1057	703	338	617	3799	4890	3812
"CAMK2G"	1061	637	198	140	1473	477	771	1546
"CAMK2N1"	45	119	158	166	6	273	34	173
"CAMK2N2"	5	0	0	0	0	7	6	0
"CAMK4"	180	22	21	6	315	231	1517	498
"CAMKK1"	1889	718	484	255	45	45	154	483
"CAMKK2"	3577	1079	606	513	259	1520	1427	2529
"CAMKMT"	485	3	65	40	154	476	622	404
"CAMKV"	0	0	0	0	2	6	17	1
"CAMLG"	709	633	636	396	186	1039	929	921
"CAMP"	17	0	4	0	0	0	2	3
"CAMSAP1"	2876	490	325	316	222	2019	1330	1478
"CAMSAP2"	3602	1313	1184	866	519	5165	3146	4096
"CAMSAP3"	1	0	7	12	3	0	0	0
"CAMTA1"	598	111	227	117	148	858	762	779
"CAMTA2"	2189	310	288	282	85	264	83	372
"CAND1"	3590	705	888	600	1078	7923	8336	6091
"CAND2"	15	53	55	36	3	99	73	107
"CANT1"	1328	115	194	154	312	705	149	667
"CANX"	19683	4319	3699	3314	3975	25483	24191	13883
"CAP1"	5862	1603	1387	1328	1531	9140	12808	7811
"CAP1P1"	21	33	7	1	3	77	21	81
"CAP1P2"	0	25	0	0	0	1	0	0
"CAP2"	63	123	47	26	14	113	64	309
"CAP2P1"	149	0	0	0	69	229	210	229
"CAPG"	3408	1092	529	540	36	606	3213	1300
"CAPN1"	2800	878	747	648	168	1411	1049	1714
"CAPN10"	1262	333	425	236	155	686	554	347
"CAPN11"	41	26	4	0	0	68	3	19
"CAPN12"	59	46	46	12	10	31	42	26
"CAPN13"	9	0	3	0	4	22	11	5
"CAPN14"	30	0	10	0	12	90	129	21
"CAPN15"	3222	433	534	354	78	463	232	520
"CAPN2"	14035	3414	2469	2060	1909	10833	7122	10037
"CAPN3"	910	132	89	53	113	1009	1224	837
"CAPN5"	596	106	112	92	47	238	104	114
"CAPN6"	47	129	10	49	3	6	5	44
"CAPN7"	2315	274	212	211	445	2735	3023	3462
"CAPN8"	30	0	18	10	4	25	18	55
"CAPN9"	0	0	0	0	2	4	3	0
"CAPNS1"	2345	923	929	899	224	2361	2242	1844
"CAPNS1P1"	0	0	0	0	0	0	0	0
"CAPNS2"	39	0	0	0	0	57	51	16
"CAPRIN1"	5603	1656	1706	1476	1975	9495	9092	7028
"CAPRIN2"	2191	209	225	200	190	1916	2405	1923
"CAPS"	842	457	240	165	41	479	352	84
"CAPS2"	1590	408	134	55	254	919	964	1524
"CAPSL"	0	0	0	0	0	0	0	0
"CAPZA1"	2653	628	563	469	1030	5571	8292	4276
"CAPZA1P1"	0	0	0	0	0	0	0	0
